Address,Room,Bath,Property_type,Bedrooms_available,Available_from,Available_for,Sharing_with,Owner_occupied,Preferences,Date_entered/renewed,Property_views,Latitude,Longitude,Pre_processed_desc,Desc_length,Price_per_month,County,adjective_counts
"79 Lios Ard, Tulla Road, Ennis, Ennis, Co. Clare",Single Room,Shared Bathroom,House,1,Immediately,1 Year,3,No,Female,11/04/2023,"2,806",,,available straight away nice quiet house share 3 private parking gas central heating dryer microwave dishwasher washing machine clean modern house close m18 motorway 7 min ennis town centre high speed fibre broadband spacious kitchen dining living room sun room private garden no smoking rule indoor unlimited fibre broadband parking bin tv licence channel include rent gas electric share bill no public transport transport require,534,340,Clare,13
"Teach Beag, 8 Mill Lane, Leixlip, Naas, Leixlip, Co. Kildare",Double Room,En-suite,House,1,Immediately,1 Year,2,No,Male / Female / +1 Person,13/04/2023,"1,290",,,this property house share currently 2 tenant share one bedroom house two bedroom en suite 1 bedroom 1 en suite available locate 2 min walk leixlip village bus stop no parking large common area back garden share tenant esb include wi fi refuge bin organise oil heating,433,,Kildare,5
"Beamore Road, Drogheda, Co. Meath",Twin Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Female,07/04/2023,296,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 45672b,551,520,Meath,8
"Claremont Court, Glenageary, Glenageary, Co. Dublin",Single Room,Shared Bathroom,Apartment,1,Immediately,6 Months,1,Yes,Female,13/04/2023,"1,777",,,for 1 female 1 bedroom 2 bed apartment 1 person live bedroom available sunday night friday morning 5 night per week eur200pw bill include flexible lease bedroom 2nd floor apartment eur 200pw sunday night friday morning 5 minute walk glenageary dart train station bus 7 7a 45a 59 111 airport bus dun laoghaire dalkey sandycove within 12 minute walk bill include n b please state 1 date would like move 2 long would like stay 3 bit detail reference etc 4 sunday friday 5 night pw suit thank,702,800,,7
"Springfield , Tallaght, Dublin 24",Double Room,Shared Bathroom,House,1,"Apr 18th, 2023",1 Year,2,Yes,Male / Female,13/04/2023,"1,626",53.2867581,-6.3847804, 1 large double bedroom e849 first time letting high quality room high spec house 2 bathroom high speed wifi luas bus stop less 5 minute walk tallaght hospital 5 minute walk square shopping centre 5 minute walk house must view appreciate 1 month deposit 1 month rent require,363,849,Dublin 24,7
"Limestone Lodge, Rochestown, Slane, Navan, Stackallen, Co. Meath",Double Room,Shared Bathroom,House,1,"Apr 29th, 2023",6 Months,1,Yes,Male / Female,12/04/2023,80,,,quiet rural location 15 minute drive m3 n2 30 minute drive m1 large spacious house must love dog small dog also residence owner occupier rent include utility heating wifi,227,725,Meath,5
"Abbey Gardens, Dungarvan, Co. Waterford",Double Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Female,13/04/2023,34,52.0968059,-7.6034232,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 23611c,542,600,Waterford,8
"78 Whitethorn Drive, Dublin 22, Palmerstown, Dublin 20",Single Room,Shared Bathroom,House,1,"May 1st, 2023",1 Year,2,Yes,Male / Female,13/04/2023,900,,,single room available 5 night basis sunday evening friday morning room not available weekend non smoking house share owner 650 euro per month include wifi utility bill room contain double bed chest drawer wardrobe space study desk bed linen towel supply access kitchen dining area free car park space driveway require suitable location liffey valley palmerstown stewart hospital park west industrial estate ballyfermot cherry orchard hospital convenient follow bus route 26 g2 76 18 within walk distance liffey valley shopping centre local shop amenity etc location close n4 m50 centrally locate travel westbound northbound southbound ease car 5 night basis sunday evening friday morning room not available weekend,919,650,Dublin 20,9
"1a Bayview Avenue, Dublin 3, North Strand, Dublin 3",Single Room,Shared Bathroom,House,1,Immediately,3 Months,2,No,Male / Female,07/04/2023,492,53.358707,-6.2440179,hi couple 3 small kid single room rent 3 month good location 15 minute walk city 1 minute bus stop,147,800,Dublin 3,3
"Cooleen, Birdhill, Limerick, Newport, Co. Tipperary",Double Room,En-suite,House,1,"Sep 1st, 2023",6 Months,1,Yes,Male / Female,07/04/2023,139,,,double room ensuite would suit postgraduate student car require 15 min university limerick monday friday use kitchen,152,800,Tipperary,1
"79 Rochfort Manor, Leighlin Road, Graiguecullen, C, Graiguecullen, Co. Carlow",Single & Double Room,Shared Bathroom,House,2,"May 12th, 2023",1 Year +,3,Yes,Male / Female,10/04/2023,492,,,all bill include single room available 12th may double room available 15th may beautifully maintain 4 bedroom house mod con list house spacious living room large kitchen utility room big garden parking one single room available student no extra cost holiday easter etc less 20 minute walk carlow college room study desk chair use bicycle available need available 5 month,504,500,Carlow,12
"Saint Fanahans Place, Mitchelstown, Co. Cork",Double Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Female,05/04/2023,260,,,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 18705,550,600,Cork,8
"Kilmore, Moyvalley, Co. Kildare",Double Room,En-suite,House,1,Immediately,1 Year,1,Yes,Male / Female,05/04/2023,631,,,double room rent large garden parking space large kitchen aminitie,100,550,Kildare,3
"Barrack Lane, Drogheda, Co. Louth",Double Room,Shared Bathroom,House,1,Immediately,6 Months,2,Yes,Male / Female,11/04/2023,138,53.7126807,-6.349485,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 49952a,550,680,Louth,8
"Kill Hill , Monasterevin, Co. Kildare",Double Room,Shared Bathroom,House,1,Immediately,1 Year,1,Yes,Male / Female,07/04/2023,894,,,new build house spacious double room main bathroom bath shower mezzanine kitchen individual use room furnish secure street parking no pet party allow look quiet tidy person bill wifi include train station 247 bus route town,323,800,Kildare,6
"Apartment 44, The Old Distillery, Anne Street Nort, Dublin 7",Double Room,Shared Bathroom,Apartment,1,"May 1st, 2023",1 Year,3,No,Female,11/04/2023,900,,,room rent double room space desk available rent frome may 1st sharing two fabulous girl late 20 early 30 share bathroom one girl penthouse apartment gate complex 5 minute walk capel street smithfield large balcony table chair large open living room kitchen keen love island make chelsea watcher partial glass wine look sound social female let know bit hobby rental experience etc schedule person viewing april additional bill internet 18 electricity 60 100 every 2 month,681,800,Dublin 7,14
"Glendalough Park, The Lough, Co. Cork",Single Room,En-suite,House,1,"May 13th, 2023",6 Months,2,Yes,Male / Female,21/03/2023,"1,939",51.8856079,-8.4874112,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 18161,550,680,Cork,8
"Haydens Lane, Lucan, Co. Dublin",Single Room,Shared Bathroom,House,1,"Apr 15th, 2023",6 Months,2,Yes,Male / Female,21/03/2023,329,53.3435604,-6.4458534,hoste power agency provide affordable accommodation ireland since 2014 proud advertise fully furnish comfortable private room house equip modern convenience share welcome host bill electricity gas etc wifi include rent bedding provide book room fast way book room please go website alternatively please reply ad detailed self description room ref 32087b,551,840,,8
"Teo's, 105 Cabra Road, Dublin 7, Phibsborough, Dublin 7",Double Room,Shared Bathroom,House,1,Immediately,1 Year +,5,No,Male / Female / +1 Person,12/04/2023,"1,566",,,ideal location next bus stop shop pub take away restaurant aib bank lidl tesco 5 10 min walk 39 39a 24hr bus service dublin city center every 15 min 5 min walk house 3838a38b38d122120 2 min walk city center 15 min bus bright property large sitting room fully equip kitchen storage space large double bedroom fit wardrobe desk chair tv connection security deposit 800 euro 1 month rent payable advance 1st month rent 1000 euro 800 euro per month 2 people bill extra 2 month bill register name well bedroom big not worry due privacy picture not share view date inform e mail thank read post,839,800,Dublin 7,9
"Willow Crescent, Riverbank, Annacotty, Co. Limerick",Double Room,Shared Bathroom,House,1,"May 1st, 2023",1 Year,3,Yes,Male / Female,13/04/2023,153,,,large refurbish 3 bed three storey house riverbank annacotty contain mod con one large bedroom available rent occupier ensuite exclusive use shower main bathroom two male one female professional currently occupy house three early 30 rent 575e exclude bill expect amount 80 100e per month gas electricity wifi sky tv bin bi weekly house cleaner interested please send email get back suitable party next week answer question may deposit 575e require thank,699,575,Limerick,11
"Northwood, Santry, Dublin 9",Double Room,En-suite,Apartment,1,"May 1st, 2023",1 Year,2,No,Male / Female,11/04/2023,276,53.404126,-6.2403428,a big double room bathroom available rent newly build 2 bed 2 bath santry apartment would share nice couple amenity lidl bus stop 4155 n4 around corner rent 900 month security deposit amount require bill electricity gas wifi free detail view appointment please send email description note no smoking drinking pet allow,483,900,Dublin 9,5
